0.0,0.0,0.0,0.0,4.0,105.0,5.0,0.0,17.0,1659.0,economics
0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,463.0,economics
0.0,0.0,0.0,3.0,2.0,44.0,4.0,2.0,14.0,2059.0,economics
0.0,0.0,0.0,0.0,4.0,1.0,14.0,18.0,9.0,729.0,economics
0.0,0.0,0.0,3.0,0.0,70.0,0.0,0.0,11.0,1236.0,economics
0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,283.0,economics
0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,10.0,1299.0,economics
0.0,0.0,0.0,0.0,24.0,83.0,1.0,0.0,14.0,2034.0,economics
0.0,0.0,0.0,0.0,2.0,74.0,5.0,0.0,16.0,1128.0,economics
0.0,0.0,0.0,0.0,3.0,37.0,6.0,4.0,17.0,1525.0,economics
0.0,0.0,0.0,0.0,7.0,67.0,2.0,0.0,21.0,2531.0,economics
0.0,0.0,0.0,2.0,9.0,92.0,10.0,1.0,27.0,2874.0,economics
0.0,0.0,0.0,0.0,7.0,9.0,5.0,4.0,15.0,2120.0,economics
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,293.0,economics
0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,226.0,economics
0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,7.0,1072.0,economics
0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,7.0,1051.0,economics
0.0,0.0,0.0,1.0,19.0,267.0,14.0,3.0,46.0,4914.0,economics
0.0,0.0,0.0,0.0,11.0,22.0,2.0,0.0,8.0,1422.0,economics
0.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,8.0,742.0,economics
0.0,0.0,0.0,0.0,2.0,18.0,4.0,3.0,19.0,2343.0,economics
0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,7.0,1975.0,economics
0.0,0.0,0.0,2.0,1.0,15.0,1.0,0.0,5.0,792.0,economics
0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,9.0,746.0,economics
0.0,0.0,0.0,0.0,5.0,12.0,4.0,7.0,9.0,1181.0,economics
0.0,0.0,0.0,0.0,1.0,42.0,6.0,0.0,20.0,1866.0,economics
0.0,0.0,0.0,1.0,4.0,7.0,1.0,3.0,16.0,1738.0,economics
0.0,0.0,0.0,0.0,3.0,55.0,4.0,5.0,23.0,2183.0,economics
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,289.0,economics
0.0,0.0,0.0,0.0,1.0,81.0,15.0,0.0,8.0,554.0,economics
0.0,0.0,0.0,9.0,2.0,71.0,1.0,1.0,13.0,858.0,economics
0.0,0.0,0.0,0.0,2.0,101.0,3.0,1.0,32.0,2724.0,economics
0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,9.0,1541.0,economics
0.0,0.0,0.0,0.0,2.0,40.0,3.0,1.0,18.0,1517.0,economics
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,325.0,economics
0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,9.0,904.0,economics
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,454.0,economics
0.0,0.0,0.0,0.0,5.0,87.0,12.0,0.0,12.0,944.0,economics
0.0,0.0,0.0,0.0,2.0,11.0,4.0,1.0,7.0,998.0,economics
0.0,0.0,0.0,0.0,1.0,42.0,13.0,0.0,5.0,339.0,economics
0.0,0.0,0.0,9.0,6.0,102.0,4.0,1.0,29.0,3629.0,economics
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,606.0,economics
0.0,0.0,0.0,1.0,4.0,8.0,4.0,1.0,4.0,410.0,economics
0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,5.0,1885.0,economics
0.0,0.0,0.0,0.0,1.0,26.0,3.0,13.0,9.0,609.0,economics
0.0,0.0,0.0,0.0,15.0,94.0,8.0,2.0,31.0,2406.0,economics
0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,233.0,economics
0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,9.0,520.0,economics
0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,1074.0,economics
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,1116.0,economics
0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,4.0,688.0,economics
0.0,0.0,2.0,33.0,8.0,38.0,7.0,6.0,31.0,2424.0,economics
0.0,0.0,0.0,10.0,6.0,1.0,3.0,0.0,9.0,1346.0,economics
0.0,0.0,0.0,0.0,4.0,35.0,7.0,2.0,22.0,2861.0,economics
0.0,0.0,0.0,2.0,2.0,11.0,2.0,0.0,5.0,680.0,economics
0.0,0.0,0.0,60.0,4.0,22.0,1.0,0.0,14.0,824.0,economics
0.0,0.0,0.0,0.0,1.0,20.0,8.0,2.0,6.0,1256.0,economics
0.0,0.0,0.0,2.0,0.0,42.0,0.0,1.0,5.0,995.0,economics
0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,7.0,687.0,economics
0.0,0.0,0.0,0.0,2.0,77.0,1.0,0.0,15.0,1671.0,economics
0.0,0.0,0.0,0.0,22.0,327.0,17.0,6.0,66.0,6234.0,economics
0.0,0.0,0.0,1.0,4.0,1.0,5.0,2.0,18.0,2330.0,economics
0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,524.0,economics
0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,5.0,410.0,economics
0.0,0.0,0.0,0.0,1.0,52.0,2.0,4.0,18.0,2534.0,economics
0.0,0.0,0.0,2.0,2.0,47.0,3.0,1.0,17.0,2096.0,economics
0.0,0.0,0.0,0.0,1.0,91.0,1.0,0.0,10.0,1149.0,economics
0.0,0.0,0.0,0.0,6.0,109.0,5.0,2.0,25.0,1509.0,economics
0.0,0.0,0.0,0.0,5.0,98.0,3.0,1.0,18.0,1538.0,economics
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,118.0,economics
